,país,gênero,altura,peso,comida fav.,programa fav.,esporte fav.
454,Brasil,F,184,90,Acarajé,Narcos,Futebol Am.
455,EUA,F,172,85,Hamburguer,Jaspion,Boxe
456,Brasil,M,200,70,Feijoada,Narcos,MMA
457,Brasil,F,168,70,Hamburguer,Narcos,Boliche
458,EUA,M,176,115,Hummus,A Usurpadora,Natação
459,EUA,F,176,110,Hamburguer,Narcos,Futebol
460,EUA,M,184,80,Pizza,Chaves,Atletismo
461,EUA,M,184,90,Acarajé,Family Feud,Futebol Am.
462,EUA,F,184,75,Churrasco,WWE Smackdown,Basebol
463,Brasil,F,200,75,Churrasco,A Usurpadora,MMA
464,EUA,F,200,85,Hamburguer,Friends,Boliche
465,EUA,F,188,115,Hamburguer,Narcos,Atletismo
466,EUA,M,184,105,Bagel,A Usurpadora,Futebol Am.
467,Brasil,F,188,70,Churrasco,WWE Smackdown,Boliche
468,EUA,F,188,85,Churrasco,Law and Order,Boliche
469,EUA,F,200,95,Bagel,Family Feud,Natação
470,Brasil,M,204,55,Churrasco,Friends,Boxe
471,EUA,M,204,110,Hummus,Family Feud,Atletismo
472,EUA,M,180,95,Hamburguer,Jaspion,Natação
473,EUA,M,188,110,Churrasco,Law and Order,Basquete
474,Brasil,M,176,95,Arroz Trop.,Chaves,Atletismo
475,Brasil,F,192,75,Acarajé,Family Feud,Atletismo
476,Brasil,F,180,85,Arroz Trop.,Friends,MMA
477,EUA,M,204,100,Bagel,Friends,Boliche
478,EUA,F,192,100,Feijoada,Friends,Basquete
479,EUA,M,192,110,Hummus,A Usurpadora,Futebol Am.
480,EUA,F,184,90,Pizza,Law and Order,Natação
481,Brasil,F,196,70,Feijoada,Law and Order,MMA
482,Brasil,M,180,115,Clam Chowder,Friends,Basebol
483,Brasil,F,176,95,Feijoada,Law and Order,Atletismo
484,Brasil,M,192,70,Hummus,A Usurpadora,Vôlei
485,Brasil,M,196,75,Feijoada,WWE Smackdown,Atletismo
486,Brasil,F,168,80,Arroz Trop.,WWE Smackdown,Luta Livre
487,EUA,M,176,100,Hummus,Narcos,MMA
488,Brasil,F,180,115,Bagel,Friends,Boxe
489,EUA,M,188,110,Hamburguer,WWE Smackdown,Basquete
490,Brasil,F,196,105,Pizza,Chicago Fire,Luta Livre
491,Brasil,M,164,80,Pizza,Law and Order,Natação
492,Brasil,M,168,85,Feijoada,Chaves,Futebol
493,Brasil,F,192,110,Arroz Trop.,Chaves,Natação
494,Brasil,M,196,110,Pizza,Chicago Fire,MMA
495,EUA,F,196,70,Torta de Maçã,A Usurpadora,Boxe
496,EUA,M,172,110,Bagel,Law and Order,Boliche
497,Brasil,M,208,90,Acarajé,A Casa de Papel,MMA
498,EUA,M,180,105,Bagel,WWE Smackdown,Basquete
499,EUA,F,200,95,Hamburguer,Friends,Basebol
500,EUA,M,192,75,Pizza,Chicago Fire,Basebol
501,EUA,F,184,115,Churrasco,Friends,Basquete
502,EUA,F,180,100,Churrasco,WWE Smackdown,Basquete
503,Brasil,F,172,90,Bagel,A Grande Família,Basebol
504,EUA,F,184,95,Churrasco,Family Feud,Basquete
505,EUA,F,188,85,Pizza,Chicago Fire,Boliche
506,Brasil,F,196,65,Hamburguer,Narcos,MMA
507,Brasil,F,188,75,Pizza,Law and Order,Futebol
508,Brasil,F,180,65,Feijoada,Jaspion,Futebol de Salão
509,EUA,M,180,105,Hummus,Chicago Fire,Atletismo
510,EUA,F,176,90,Feijoada,Law and Order,Basquete
511,EUA,F,176,105,Arroz Trop.,Chicago Fire,Atletismo
512,EUA,M,196,90,Torta de Maçã,A Casa de Papel,Luta Livre
513,Brasil,M,180,80,Bagel,Chicago Fire,MMA
514,EUA,M,188,110,Hamburguer,A Casa de Papel,Boliche
515,Brasil,F,184,65,Pizza,A Usurpadora,Esqui
516,Brasil,F,176,80,Feijoada,WWE Smackdown,Futebol Am.
517,EUA,M,196,75,Bagel,Narcos,Futebol Am.
518,Brasil,F,196,90,Feijoada,Friends,Vôlei
519,EUA,M,172,105,Pizza,Narcos,Boliche
520,EUA,F,168,85,Churrasco,A Usurpadora,Boliche
521,Brasil,F,204,85,Arroz Trop.,Friends,Natação
522,EUA,M,200,80,Bagel,Family Feud,Boliche
523,EUA,M,180,90,Bagel,Friends,Luta Livre
524,EUA,M,188,105,Hummus,Narcos,Natação
525,Brasil,M,200,110,Bagel,Law and Order,Boliche
526,EUA,F,176,90,Churrasco,Family Feud,Basquete
527,EUA,F,180,90,Hummus,Chicago Fire,Futebol Am.
528,EUA,M,180,85,Clam Chowder,A Usurpadora,Atletismo
529,EUA,F,188,85,Clam Chowder,A Casa de Papel,Natação
530,Brasil,M,200,120,Pizza,Friends,Natação
531,EUA,F,196,75,Feijoada,Law and Order,Luta Livre
532,Brasil,M,196,85,Bagel,Chicago Fire,Natação
533,Brasil,M,192,90,Feijoada,A Casa de Papel,Boliche
534,Brasil,M,184,110,Pizza,Chicago Fire,Boliche
535,EUA,M,204,95,Hamburguer,Narcos,Boxe
536,EUA,F,180,75,Hummus,Law and Order,Boxe
537,EUA,M,192,95,Hummus,Narcos,Natação
538,Brasil,M,184,105,Churrasco,Narcos,Boliche
539,EUA,F,192,85,Bagel,Law and Order,MMA
540,Brasil,F,192,80,Pizza,Friends,Basquete
541,Brasil,M,180,110,Hamburguer,Narcos,Atletismo
542,Brasil,M,200,70,Hamburguer,Law and Order,Esqui
543,Brasil,F,172,80,Clam Chowder,Chicago Fire,Natação
544,Brasil,M,208,90,Tacos,A Casa de Papel,Natação
545,Brasil,F,192,90,Hamburguer,WWE Smackdown,MMA
546,Brasil,F,168,70,Hummus,Jeopardy,Basquete
547,Brasil,F,180,90,Arroz Trop.,Narcos,Atletismo
548,Brasil,F,208,70,Hamburguer,Friends,Boxe
549,EUA,F,204,80,Tacos,Cops,Natação
550,EUA,F,184,90,Clam Chowder,Chicago Fire,Futebol Am.
551,Brasil,F,188,80,Feijoada,A Grande Família,Basquete
552,EUA,M,176,70,Clam Chowder,Law and Order,Basquete
553,EUA,M,168,100,Bagel,A Casa de Papel,Basebol
554,Brasil,M,192,80,Churrasco,Jaspion,Atletismo
555,EUA,F,196,100,Hummus,Chicago Fire,Atletismo
556,Brasil,F,184,100,Clam Chowder,Jeopardy,Vôlei
557,EUA,M,184,80,Bagel,Jaspion,Futebol Am.
558,EUA,M,208,110,Churrasco,Jeopardy,Boliche
559,Brasil,F,176,80,Hummus,WWE Smackdown,Vôlei
560,Brasil,F,196,60,Pizza,A Casa de Papel,Boliche
561,Brasil,F,188,80,Feijoada,Law and Order,Atletismo
562,EUA,M,204,120,Churrasco,Law and Order,Futebol Am.
563,EUA,F,196,80,Bagel,A Casa de Papel,Natação
564,EUA,F,200,95,Bagel,Chicago Fire,Futebol Am.
565,Brasil,M,164,80,Bagel,WWE Smackdown,MMA
566,Brasil,F,176,80,Hummus,Law and Order,Atletismo
567,Brasil,F,196,90,Hamburguer,Narcos,Boxe
568,EUA,M,196,115,Feijoada,Chicago Fire,Natação
569,EUA,F,204,115,Hamburguer,Chicago Fire,Atletismo
570,EUA,M,200,70,Hummus,Law and Order,Natação
571,EUA,M,180,105,Churrasco,Narcos,Basquete
572,EUA,M,192,85,Pizza,Law and Order,Basquete
573,Brasil,M,200,90,Hummus,Chicago Fire,Basquete
574,Brasil,F,200,75,Churrasco,Chicago Fire,Luta Livre
575,EUA,M,188,85,Arroz Trop.,Family Feud,Luta Livre
576,EUA,M,196,120,Bagel,WWE Smackdown,Futebol Am.
577,Brasil,F,184,80,Pizza,Narcos,Futebol
578,Brasil,F,172,90,Hamburguer,Friends,Vôlei
579,Brasil,F,180,125,Hummus,A Casa de Papel,Boxe
580,EUA,F,196,85,Arroz Trop.,Friends,Basebol
581,Brasil,M,172,85,Acarajé,Narcos,Atletismo
582,Brasil,M,204,90,Feijoada,Law and Order,Futebol
583,Brasil,M,204,75,Feijoada,A Casa de Papel,Atletismo
584,Brasil,F,188,80,Churrasco,Chicago Fire,Vôlei
585,Brasil,F,192,80,Pizza,Narcos,MMA
586,EUA,F,196,80,Acarajé,Law and Order,Boxe
587,Brasil,M,196,110,Acarajé,A Casa de Papel,Vôlei
588,EUA,M,192,110,Hummus,Law and Order,Basquete
589,Brasil,F,184,65,Churrasco,Narcos,Basquete
590,Brasil,M,180,90,Acarajé,A Casa de Papel,Atletismo
591,Brasil,F,200,70,Churrasco,Chaves,Boxe
592,EUA,F,192,95,Bagel,Friends,Futebol Am.
593,EUA,F,172,95,Pizza,Jeopardy,Basebol
594,EUA,F,192,95,Pizza,WWE Smackdown,Atletismo
595,Brasil,F,176,75,Hummus,Jaspion,Natação
596,Brasil,F,184,95,Arroz Trop.,A Usurpadora,Natação
597,EUA,M,180,80,Acarajé,Friends,Natação
598,EUA,M,192,110,Hummus,Friends,Natação
599,Brasil,M,184,90,Bagel,Chicago Fire,Boxe
600,EUA,F,168,115,Bagel,WWE Smackdown,Boxe
601,EUA,F,172,100,Pizza,Family Feud,Atletismo
602,Brasil,F,176,75,Clam Chowder,Friends,Natação
603,EUA,M,200,110,Hummus,A Usurpadora,Basquete
604,Brasil,F,180,70,Hummus,Law and Order,Boxe
605,EUA,M,188,80,Hummus,Chicago Fire,Basquete
606,Brasil,F,192,105,Pizza,Narcos,MMA
607,EUA,M,192,120,Churrasco,Narcos,Futebol Am.
608,Brasil,F,184,85,Feijoada,Family Feud,Natação
609,EUA,F,192,110,Bagel,Friends,Basquete
610,EUA,M,200,110,Clam Chowder,Law and Order,Vôlei
611,Brasil,F,168,75,Tacos,Friends,Natação
612,EUA,M,168,80,Acarajé,A Usurpadora,Luta Livre
613,EUA,M,168,105,Hummus,Chaves,Boxe
614,EUA,M,180,85,Bagel,A Grande Família,Atletismo
615,EUA,M,172,110,Pizza,WWE Smackdown,Basquete
616,EUA,F,200,70,Bagel,Jeopardy,Boliche
617,EUA,F,184,95,Feijoada,Chicago Fire,Natação
618,Brasil,M,176,65,Hummus,A Casa de Papel,Luta Livre
619,Brasil,F,188,60,Hamburguer,A Casa de Papel,Boliche
620,Brasil,M,200,95,Pizza,Narcos,Futebol
621,EUA,F,196,115,Tacos,Law and Order,Boxe
622,EUA,F,176,95,Clam Chowder,WWE Smackdown,Futebol Am.
623,EUA,F,196,100,Churrasco,Law and Order,Atletismo
624,EUA,M,188,95,Churrasco,Jeopardy,Futebol
625,EUA,F,172,110,Tacos,Jaspion,Boliche
626,EUA,M,188,105,Tacos,Friends,Basquete
627,Brasil,F,196,120,Acarajé,WWE Smackdown,Basquete
628,EUA,F,192,100,Hamburguer,Law and Order,Futebol Am.
629,EUA,F,180,95,Hamburguer,WWE Smackdown,Futebol Am.
630,Brasil,M,172,95,Vatapá,A Usurpadora,Boliche
631,EUA,M,204,95,Pizza,Friends,Boxe
632,Brasil,M,180,115,Churrasco,Law and Order,Atletismo
633,Brasil,M,192,90,Clam Chowder,Friends,Boliche
634,EUA,F,192,90,Clam Chowder,Jaspion,Basquete
635,Brasil,M,176,80,Hummus,Family Feud,Futebol
636,Brasil,M,196,100,Arroz Trop.,Chicago Fire,Vôlei
637,Brasil,F,192,65,Hamburguer,Narcos,Natação
638,Brasil,F,172,85,Pizza,Chicago Fire,Boxe
639,EUA,M,200,95,Clam Chowder,Cops,Atletismo
640,Brasil,M,192,95,Pizza,A Usurpadora,Natação
641,Brasil,M,180,105,Pizza,A Grande Família,Luta Livre
642,EUA,M,180,70,Churrasco,Family Feud,Boliche
643,EUA,M,184,90,Pizza,Jaspion,Basquete
644,EUA,M,196,110,Bagel,Narcos,Atletismo
645,EUA,M,184,105,Churrasco,Law and Order,Futebol Am.
646,EUA,F,204,80,Tacos,A Casa de Papel,Basquete
647,EUA,F,192,115,Pizza,A Casa de Papel,Atletismo
648,Brasil,M,188,95,Hamburguer,Friends,Futebol Am.
649,EUA,M,196,85,Hummus,Jeopardy,Basebol
650,EUA,F,180,115,Pizza,Chicago Fire,Boxe
651,Brasil,F,180,70,Hamburguer,Jaspion,Natação
652,EUA,F,196,90,Churrasco,Chicago Fire,MMA
653,Brasil,M,184,100,Hamburguer,Jeopardy,Atletismo
654,EUA,M,192,125,Clam Chowder,Friends,Atletismo
655,EUA,F,192,80,Arroz Trop.,Law and Order,Basquete
656,EUA,M,188,70,Vatapá,Jeopardy,Boxe
657,Brasil,F,168,75,Churrasco,WWE Smackdown,Futebol Am.
658,EUA,F,172,90,Hummus,Jeopardy,Luta Livre
659,Brasil,M,184,100,Bagel,Friends,Futebol Am.
660,EUA,F,184,95,Clam Chowder,Law and Order,Natação
661,Brasil,F,180,85,Torta de Maçã,Chicago Fire,Atletismo
662,EUA,F,188,110,Clam Chowder,Narcos,Boxe
663,Brasil,M,184,80,Pizza,A Usurpadora,Natação
664,EUA,M,204,85,Arroz Trop.,Jaspion,Atletismo
665,EUA,F,180,95,Arroz Trop.,Jeopardy,Futebol Am.
666,EUA,M,196,65,Clam Chowder,Friends,Futebol Am.
667,EUA,M,180,90,Feijoada,Law and Order,Boliche
668,EUA,F,172,115,Hamburguer,Family Feud,Basebol
669,EUA,M,172,110,Pizza,Narcos,Boxe
670,EUA,M,208,100,Clam Chowder,A Usurpadora,Boxe
671,EUA,M,200,85,Clam Chowder,Chicago Fire,Boliche
672,EUA,F,176,70,Hummus,WWE Smackdown,Luta Livre
673,EUA,M,188,100,Feijoada,Law and Order,Futebol Am.
674,Brasil,F,180,90,Hummus,Family Feud,Boliche
675,EUA,F,184,95,Tacos,Law and Order,Atletismo
676,EUA,M,196,105,Hamburguer,Friends,Boliche
677,EUA,M,172,110,Churrasco,Friends,Futebol Am.
678,EUA,F,180,95,Arroz Trop.,Friends,Atletismo
679,Brasil,M,188,115,Arroz Trop.,Friends,MMA
680,Brasil,F,188,100,Hamburguer,Jaspion,Boxe
681,Brasil,F,204,75,Hamburguer,Chicago Fire,Futebol
682,EUA,M,204,90,Clam Chowder,WWE Smackdown,Basquete
683,Brasil,F,176,75,Hamburguer,Narcos,Atletismo
684,EUA,M,188,100,Feijoada,A Usurpadora,Luta Livre
685,EUA,M,164,100,Churrasco,Friends,Atletismo
686,Brasil,F,184,95,Arroz Trop.,A Usurpadora,Atletismo
687,Brasil,F,176,115,Arroz Trop.,WWE Smackdown,Natação
688,EUA,F,164,110,Churrasco,Friends,Boliche
689,Brasil,M,188,95,Churrasco,Jaspion,Basquete
690,EUA,M,196,95,Acarajé,Friends,Boliche
691,Brasil,M,188,90,Arroz Trop.,Chaves,MMA
692,EUA,M,180,80,Clam Chowder,Narcos,Boxe
693,EUA,M,204,100,Bagel,WWE Smackdown,Boliche
694,EUA,F,184,100,Clam Chowder,Cops,Basquete
695,EUA,M,192,125,Churrasco,WWE Smackdown,Atletismo
696,EUA,F,176,105,Pizza,Jeopardy,Futebol Am.
697,Brasil,M,200,75,Churrasco,Law and Order,MMA
698,Brasil,M,192,105,Hamburguer,Jaspion,Basquete
699,EUA,F,204,110,Hamburguer,Chicago Fire,Basquete
700,Brasil,M,196,85,Feijoada,A Usurpadora,Boxe
701,Brasil,M,180,105,Churrasco,Jaspion,Atletismo
702,EUA,F,184,110,Acarajé,A Casa de Papel,Atletismo
703,Brasil,F,184,80,Bagel,Friends,Boxe
704,Brasil,M,208,110,Hummus,Friends,Natação
705,Brasil,M,196,100,Arroz Trop.,Law and Order,Boliche
706,EUA,F,188,125,Hummus,Jeopardy,Basebol
707,EUA,F,172,85,Hummus,Cops,Natação
708,Brasil,M,176,110,Churrasco,Narcos,Natação
709,Brasil,F,168,65,Acarajé,Jaspion,Futebol de Salão
710,EUA,M,184,120,Tacos,Chaves,Boxe
711,EUA,M,200,115,Clam Chowder,Jeopardy,Basquete
712,Brasil,F,180,90,Hummus,A Casa de Papel,Futebol Am.
713,EUA,M,196,70,Churrasco,Chicago Fire,Atletismo
714,Brasil,M,180,125,Arroz Trop.,A Casa de Papel,Boxe
715,EUA,M,180,95,Hummus,Chaves,Basquete
716,Brasil,M,200,80,Pizza,Jeopardy,Atletismo
717,Brasil,M,184,110,Arroz Trop.,Narcos,Boxe
718,EUA,M,176,95,Feijoada,Friends,Boliche
719,Brasil,F,184,75,Churrasco,Narcos,Basebol
720,EUA,M,200,105,Pizza,WWE Smackdown,Atletismo
721,Brasil,M,172,100,Acarajé,Chaves,Boliche
722,EUA,F,188,90,Bagel,Friends,Luta Livre
723,EUA,M,188,105,Bagel,Narcos,Futebol
724,EUA,M,196,105,Bagel,Friends,Basquete
725,EUA,M,192,95,Churrasco,Narcos,Futebol Am.
726,EUA,M,200,100,Acarajé,A Usurpadora,Atletismo
727,Brasil,M,188,105,Clam Chowder,Friends,Futebol
728,EUA,M,188,90,Bagel,Jeopardy,Natação
729,Brasil,M,172,110,Acarajé,Narcos,Futebol Am.
730,EUA,F,176,95,Hamburguer,Narcos,MMA
731,Brasil,F,200,80,Pizza,Chicago Fire,Boliche
732,EUA,M,192,95,Hummus,Law and Order,Boxe
733,EUA,F,196,100,Hamburguer,Law and Order,Futebol Am.
734,Brasil,F,188,70,Pizza,Friends,Boxe
735,Brasil,F,180,70,Churrasco,Narcos,MMA
736,EUA,M,204,70,Hamburguer,A Usurpadora,Esqui
737,EUA,M,188,85,Tacos,Cops,Boliche
738,Brasil,F,184,85,Churrasco,Narcos,Vôlei
739,Brasil,M,184,95,Churrasco,WWE Smackdown,Natação
740,Brasil,M,180,85,Bagel,A Casa de Papel,Boxe
741,Brasil,F,172,75,Feijoada,A Casa de Papel,MMA
742,EUA,F,184,70,Hummus,WWE Smackdown,Natação
743,EUA,M,184,75,Acarajé,A Casa de Papel,Luta Livre
744,EUA,M,184,100,Tacos,Law and Order,Basquete
745,Brasil,F,172,60,Acarajé,Friends,Vôlei
746,Brasil,F,188,100,Feijoada,Chicago Fire,Futebol
747,Brasil,M,176,115,Acarajé,A Grande Família,Atletismo
748,EUA,M,176,120,Hamburguer,A Casa de Papel,Atletismo
749,EUA,F,184,100,Hamburguer,A Usurpadora,Futebol Am.
750,Brasil,M,184,80,Churrasco,A Casa de Papel,Natação
751,EUA,F,204,115,Hamburguer,Family Feud,Boxe
752,EUA,F,192,80,Pizza,Family Feud,Boxe
753,EUA,F,188,90,Pizza,Jeopardy,Futebol Am.
754,Brasil,M,176,80,Acarajé,A Usurpadora,Natação
755,EUA,M,204,90,Hummus,Law and Order,Basquete
756,EUA,F,188,65,Churrasco,Friends,MMA
757,Brasil,F,180,85,Arroz Trop.,WWE Smackdown,Atletismo
758,Brasil,F,200,90,Churrasco,A Usurpadora,Futebol de Salão
759,Brasil,M,188,115,Bagel,WWE Smackdown,Basquete
760,Brasil,F,196,90,Feijoada,Law and Order,MMA
761,EUA,F,188,105,Hummus,Jaspion,Atletismo
762,Brasil,F,204,85,Pizza,Law and Order,MMA
763,EUA,F,180,105,Vatapá,Chicago Fire,Boxe
764,Brasil,M,208,85,Feijoada,Law and Order,Boxe
765,Brasil,F,208,65,Arroz Trop.,Friends,Atletismo
766,Brasil,M,192,90,Churrasco,Jaspion,Futebol de Salão
767,EUA,M,192,115,Clam Chowder,Chicago Fire,Futebol Am.
768,EUA,M,196,120,Clam Chowder,Chicago Fire,Basquete
769,Brasil,M,184,80,Hamburguer,Friends,Futebol Am.
770,EUA,M,180,70,Bagel,Cops,Boxe
771,Brasil,F,196,65,Pizza,Chicago Fire,Vôlei
772,Brasil,M,204,80,Hamburguer,Cops,Boliche
773,EUA,F,204,90,Hummus,Family Feud,Luta Livre
774,EUA,M,188,115,Hummus,Jeopardy,Basquete
775,Brasil,M,176,100,Arroz Trop.,WWE Smackdown,Futebol
776,EUA,M,184,110,Hamburguer,Chicago Fire,Vôlei
777,EUA,M,188,105,Hummus,Chicago Fire,Basquete
778,EUA,F,188,115,Tacos,Friends,Vôlei
779,Brasil,F,196,70,Hamburguer,Law and Order,Natação
780,Brasil,F,188,85,Churrasco,Chicago Fire,MMA
781,Brasil,M,196,100,Hummus,Jaspion,Basquete
782,EUA,F,188,100,Bagel,Friends,Futebol Am.
783,EUA,M,204,75,Tacos,Narcos,Boliche
784,EUA,M,192,125,Pizza,Friends,Luta Livre
785,Brasil,M,172,120,Tacos,A Usurpadora,Luta Livre
786,EUA,M,188,110,Hummus,Chicago Fire,Atletismo
787,EUA,F,188,95,Clam Chowder,Jeopardy,Luta Livre
788,EUA,F,176,95,Churrasco,Friends,Luta Livre
789,EUA,F,168,95,Clam Chowder,Chicago Fire,Boliche
790,EUA,M,204,100,Feijoada,WWE Smackdown,Atletismo
791,EUA,F,196,80,Churrasco,A Casa de Papel,Boliche
792,EUA,M,192,100,Hamburguer,Family Feud,Futebol
793,Brasil,F,192,65,Feijoada,Jeopardy,Atletismo
794,Brasil,F,172,90,Churrasco,A Usurpadora,Futebol
795,EUA,M,184,105,Bagel,Chicago Fire,Atletismo
796,EUA,F,168,105,Bagel,Narcos,Basquete
797,EUA,M,196,105,Pizza,Friends,Luta Livre
798,Brasil,M,200,80,Pizza,Friends,Boxe
799,Brasil,F,196,85,Feijoada,Chicago Fire,Futebol Am.
800,Brasil,F,180,100,Arroz Trop.,Chaves,Futebol Am.
801,Brasil,F,188,95,Churrasco,Law and Order,Atletismo
802,EUA,M,172,80,Hamburguer,Narcos,Boliche
803,EUA,F,180,75,Hummus,Friends,Basquete
804,EUA,F,168,80,Tacos,Law and Order,Futebol
805,EUA,M,196,85,Arroz Trop.,Law and Order,Luta Livre
806,EUA,M,188,120,Churrasco,A Casa de Papel,Futebol Am.
807,EUA,M,192,100,Bagel,Cops,Boxe
808,EUA,F,168,90,Bagel,Cops,Futebol Am.
809,EUA,M,184,105,Pizza,Narcos,Boxe
810,EUA,M,200,110,Bagel,Chicago Fire,Futebol Am.
811,Brasil,F,184,75,Pizza,A Casa de Papel,Natação
812,Brasil,F,188,100,Hamburguer,A Casa de Papel,Basquete
813,EUA,M,196,105,Pizza,Chicago Fire,Boxe
814,Brasil,M,196,105,Pizza,A Usurpadora,MMA
815,Brasil,F,168,90,Arroz Trop.,Family Feud,Boxe
816,Brasil,M,204,105,Pizza,A Casa de Papel,Boliche
817,EUA,M,188,95,Pizza,Friends,Atletismo
818,Brasil,M,180,70,Churrasco,A Usurpadora,Atletismo
819,EUA,F,192,105,Feijoada,A Usurpadora,Atletismo
820,EUA,F,188,90,Feijoada,Chicago Fire,Vôlei
821,Brasil,M,196,115,Bagel,A Casa de Papel,Boxe
822,Brasil,M,184,70,Arroz Trop.,Chaves,Atletismo
823,EUA,M,176,100,Pizza,Law and Order,Boliche
824,EUA,F,196,55,Clam Chowder,Friends,Natação
825,Brasil,M,188,75,Hamburguer,Friends,MMA
826,EUA,F,184,85,Hummus,Family Feud,Boliche
827,EUA,F,184,80,Pizza,Jeopardy,Basquete
828,Brasil,F,200,80,Bagel,WWE Smackdown,Atletismo
829,Brasil,F,180,95,Bagel,Chaves,Atletismo
830,Brasil,M,200,115,Churrasco,Narcos,Boliche
831,EUA,F,204,90,Hummus,Narcos,Futebol Am.
832,Brasil,F,176,60,Feijoada,Friends,Basquete
833,Brasil,F,196,90,Arroz Trop.,Chaves,Boliche
834,EUA,M,188,100,Tacos,A Casa de Papel,Boliche
835,Brasil,F,196,105,Churrasco,Law and Order,Atletismo
836,Brasil,M,200,115,Acarajé,WWE Smackdown,Atletismo
837,EUA,F,180,80,Churrasco,Friends,Luta Livre
838,Brasil,M,192,90,Churrasco,A Usurpadora,Basquete
839,Brasil,F,164,70,Hummus,Chicago Fire,Futebol Am.
840,EUA,F,200,110,Bagel,Family Feud,MMA
841,EUA,M,196,120,Hummus,Family Feud,Atletismo
842,Brasil,F,196,80,Hamburguer,A Usurpadora,MMA
843,EUA,F,176,80,Hummus,Chicago Fire,Basebol
844,Brasil,M,192,90,Churrasco,Family Feud,Boxe
845,Brasil,M,164,90,Pizza,Law and Order,Futebol de Salão
846,EUA,M,188,105,Hamburguer,Jeopardy,Atletismo
847,EUA,F,188,105,Pizza,WWE Smackdown,Futebol Am.
848,Brasil,M,180,80,Pizza,Friends,MMA
849,Brasil,M,200,105,Clam Chowder,WWE Smackdown,Atletismo
850,Brasil,M,184,80,Churrasco,Chaves,Atletismo
851,EUA,F,184,85,Tacos,Jeopardy,Futebol Am.
852,Brasil,F,188,95,Churrasco,Family Feud,Boliche
853,Brasil,M,188,100,Feijoada,Family Feud,Natação
854,EUA,F,200,85,Hummus,Narcos,Boliche
855,EUA,M,176,105,Churrasco,Friends,Luta Livre
856,Brasil,F,208,60,Pizza,A Usurpadora,MMA
857,Brasil,M,208,100,Pizza,Jeopardy,Futebol
858,Brasil,M,184,85,Bagel,A Casa de Papel,Atletismo
859,EUA,F,204,85,Feijoada,Chicago Fire,MMA
860,Brasil,M,188,80,Pizza,Jaspion,MMA
861,EUA,M,176,90,Churrasco,Friends,Esqui
862,EUA,M,188,110,Hummus,A Casa de Papel,Vôlei
863,Brasil,F,184,55,Feijoada,Chaves,Atletismo
864,Brasil,M,192,115,Hamburguer,Friends,Vôlei
865,Brasil,F,184,75,Arroz Trop.,A Casa de Papel,Vôlei
866,EUA,M,200,110,Arroz Trop.,Narcos,Boxe
867,EUA,M,176,80,Clam Chowder,A Usurpadora,Atletismo
868,EUA,F,192,110,Hummus,Narcos,Natação
869,Brasil,F,192,60,Pizza,A Usurpadora,Basquete
870,Brasil,M,184,70,Pizza,A Casa de Papel,Natação
871,EUA,M,188,90,Hummus,A Usurpadora,MMA
872,Brasil,F,180,70,Arroz Trop.,WWE Smackdown,MMA
873,Brasil,F,176,95,Hamburguer,A Usurpadora,Boxe
874,EUA,F,204,85,Feijoada,A Casa de Papel,Luta Livre
875,Brasil,M,208,90,Hamburguer,Law and Order,Natação
876,EUA,F,192,70,Hamburguer,Chaves,MMA
877,Brasil,M,188,100,Feijoada,A Casa de Papel,Futebol Am.
878,EUA,F,188,95,Hummus,Friends,Boliche
879,EUA,M,164,90,Tacos,WWE Smackdown,Luta Livre
880,EUA,M,208,115,Churrasco,Narcos,Boxe
881,Brasil,M,196,85,Hummus,Chaves,Basquete
882,EUA,F,188,100,Hamburguer,Chicago Fire,Luta Livre
883,EUA,F,176,90,Clam Chowder,Narcos,Basquete
884,EUA,M,180,85,Clam Chowder,A Casa de Papel,Basquete
885,EUA,F,180,55,Tacos,Law and Order,Basebol
886,Brasil,F,192,60,Churrasco,Jaspion,Futebol
887,EUA,M,180,85,Hamburguer,Law and Order,Boxe
888,EUA,M,192,115,Bagel,Law and Order,Luta Livre
889,Brasil,M,204,95,Torta de Maçã,Narcos,Atletismo
890,Brasil,F,184,80,Acarajé,Narcos,MMA
891,Brasil,F,192,95,Arroz Trop.,Jaspion,Basquete
892,EUA,M,192,105,Tacos,Narcos,Boxe
893,EUA,F,184,100,Feijoada,WWE Smackdown,Boliche
894,EUA,F,168,95,Feijoada,WWE Smackdown,Natação
895,EUA,M,196,110,Hamburguer,Chicago Fire,Futebol
896,EUA,M,188,80,Churrasco,Jeopardy,Futebol Am.
897,EUA,F,188,105,Clam Chowder,Jeopardy,Boxe
898,Brasil,F,180,75,Clam Chowder,Law and Order,Boxe
899,Brasil,F,188,105,Pizza,Jaspion,Natação
900,EUA,M,200,110,Bagel,Family Feud,Boxe
901,Brasil,F,196,105,Feijoada,Chicago Fire,Basquete
902,Brasil,F,172,65,Acarajé,Jaspion,Vôlei
903,Brasil,F,188,85,Arroz Trop.,Narcos,Boliche
904,Brasil,F,192,70,Hamburguer,Friends,MMA
905,Brasil,M,192,90,Churrasco,Law and Order,Futebol Am.
906,EUA,M,192,100,Feijoada,WWE Smackdown,Basquete
907,Brasil,F,168,80,Hamburguer,Law and Order,Basquete
908,EUA,F,204,100,Acarajé,Law and Order,Futebol Am.
909,Brasil,F,180,90,Hamburguer,Law and Order,Futebol de Salão
